term_bits,size_bits,class,steps_run,size0,final_size,max_size,pos_delta_frac,hit_node_cap,period,first_recur_step,head_bits,head_k,head_count,chain_len,milestone_steps,milestone_arg_sizes,growth,ckpt_0_1k_5k_10k_20k,k0_frac,max_k,final_k,notes
0100011010000001110000101110011110101110,40,blowup,47,17,36575,36575,0.2340,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9583,1,0,step-alloc-cap
0100011010000001110000101110011110100010,40,opaque,20000,18,101630,101924,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|5490|25830|50682|101630,0.9999,1,0,
0100011010000001110011001100101110110110,40,monotone-growth,34,18,770052,770052,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9412,1,0,
0100011010000001110011001011101100110110,40,monotone-growth,300,18,501030,501030,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9933,1,0,
0100011010000001110011001011101100111010,40,monotone-growth,148,18,567232,567232,0.9392,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9865,1,0,
0100011010000001110011001000101101010110,40,opaque,20000,19,208625,208625,0.5716,0,0,0,,0,0,0,,,linear(r2=1.000),19|10489|52183|104338|208625,0.9999,1,0,
0100011010000001110011100111001110011010,40,monotone-growth,20000,18,332804,332804,1.0000,0,0,0,,0,0,0,,,linear(r2=0.997),18|43332|104272|180440|332804,0.9999,1,0,
0100011010000001110010010000111001111010,40,opaque,20000,18,21822,22173,0.0072,0,0,0,,0,0,0,,,linear(r2=0.999),18|1382|5762|10830|21822,0.9999,1,0,
0100011010000001110010111001011010110110,40,monotone-growth,58,18,655284,655284,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9655,1,0,
0100011010000001001001100101110110011010,40,blowup,50,19,524319,524319,0.6800,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9600,1,0,
0100011010000001001001110000111001111010,40,opaque,20000,18,40923,41220,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|2288|10473|20360|40923,0.9999,1,0,
0100011010000001001001011010010111010110,40,blowup,16436,19,646816,646816,0.0032,1,0,0,,0,0,0,,,linear(r2=0.854),19|18624|158908|317976|0,0.9999,1,0,
0100011010000001011010010010010111010110,40,opaque,20000,19,349293,360111,0.0024,0,0,0,,0,0,0,,,linear(r2=0.848),19|9598|87135|174514|349293,0.9999,1,0,
0100011010000001011010010111010010010110,40,opaque,20000,19,205759,216724,0.0022,0,0,0,,0,0,0,,,linear(r2=0.817),19|13303|51151|102675|205759,0.9999,1,0,
0100011010000001011010010111011001100010,40,monotone-growth,816,19,501056,501056,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9975,1,0,
0100011010000001011010010101110101100010,40,monotone-growth,54,19,818710,818710,0.9815,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9630,1,0,
0100011010000001011010010001011011010110,40,opaque,20000,19,140920,140920,0.2507,0,0,0,,0,0,0,,,linear(r2=1.000),19|7085|35422|70821|140920,0.9999,1,0,
0100011010000001011010010111001100010110,40,opaque,20000,19,481938,490983,0.0024,0,0,0,,0,0,0,,,linear(r2=0.863),19|13788|120154|240736|481938,0.9999,1,0,
0100011010000001011010010111001001010110,40,opaque,20000,19,205759,216757,0.0022,0,0,0,,0,0,0,,,linear(r2=0.817),19|13303|51151|102675|205759,0.9999,1,0,
0100011010000001011010010100100111010110,40,opaque,20000,19,349293,360111,0.0024,0,0,0,,0,0,0,,,linear(r2=0.848),19|9598|87135|174514|349293,0.9999,1,0,
0100011010000001011010010101001011010110,40,opaque,20000,19,349293,360111,0.0024,0,0,0,,0,0,0,,,linear(r2=0.848),19|9598|87135|174514|349293,0.9999,1,0,
0100011010000001011011001011101100110110,40,monotone-growth,532,18,501440,501440,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9962,1,0,
0100011010000001011011001011101100111010,40,opaque,20000,18,112712,112724,0.3056,0,0,0,,0,0,0,,,linear(r2=1.000),18|6454|29198|57374|112712,0.9999,1,0,
0100011010000001011101001011101100110110,40,monotone-growth,478,18,501050,501050,0.9979,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9958,1,0,
0100011010000001011101001011101100111010,40,monotone-growth,1273,18,501163,501163,0.9733,1,0,0,,0,0,0,,,n/a,18|345472|0|0|0,0.9984,1,0,
0100011010000001011000100101110110011010,40,monotone-growth,34,19,524367,524367,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9412,1,0,
0100011010000001010010100101110110011010,40,blowup,50,19,524319,524319,0.6800,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9600,1,0,
0100011010000001011100010010111011000110,40,opaque,20000,18,5030,5049,0.1250,0,0,0,,0,0,0,,,linear(r2=1.000),18|280|1280|2530|5030,0.9999,1,0,
0100011010000001010010110000111001111010,40,opaque,20000,18,40923,41220,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|2288|10473|20360|40923,0.9999,1,0,
0100011010000001011001001010010111010110,40,opaque,20000,19,349257,360075,0.0024,0,0,0,,0,0,0,,,linear(r2=0.848),19|9577|87105|174481|349257,0.9999,1,0,
0100011010000001010010011010010111010110,40,blowup,16436,19,646816,646816,0.0032,1,0,0,,0,0,0,,,linear(r2=0.854),19|18624|158908|317976|0,0.9999,1,0,
0100011010000001010001101010010111010110,40,blowup,16436,19,507569,507569,0.0047,1,0,0,,0,0,0,,,linear(r2=0.854),19|18624|158908|317976|0,0.9999,1,0,
0100011010000001010100101010010111010110,40,blowup,16436,19,646816,646816,0.0032,1,0,0,,0,0,0,,,linear(r2=0.854),19|18624|158908|317976|0,0.9999,1,0,
0100011010000001000110011000111001110110,40,opaque,20000,18,193350,193353,0.6667,0,0,0,,0,0,0,,,linear(r2=1.000),18|9696|48350|96696|193350,0.9999,1,0,
0100011010000001000110011100011001110110,40,opaque,20000,18,193350,193353,0.6667,0,0,0,,0,0,0,,,linear(r2=1.000),18|9696|48350|96696|193350,0.9999,1,0,
0100011010000001000101100011101001110110,40,opaque,20000,18,193350,193353,0.6667,0,0,0,,0,0,0,,,linear(r2=1.000),18|9696|48350|96696|193350,0.9999,1,0,
0100011010000001011100110011011001110110,40,monotone-growth,87,18,689647,689647,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9770,1,0,
0100011010000001011100101101101001110110,40,monotone-growth,50,18,524052,524052,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9600,1,0,
0100011010000001010111000000010110011010,40,blowup,121,19,524323,524323,0.4298,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9835,1,0,
0100011010000001011001011101100110100010,40,monotone-growth,34,19,524367,524367,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9412,1,0,
0100011010000001011100001110011110100010,40,opaque,20000,18,41120,41420,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|2330|10570|20498|41120,0.9999,1,0,
0100011010000001010110100101110101100010,40,monotone-growth,54,19,695962,695962,0.9815,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9630,1,0,
0100011010000001000110000111100111010110,40,opaque,20000,18,40923,41217,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|2288|10473|20360|40923,0.9999,1,0,
0100011010000001000110011100101101010110,40,blowup,14287,19,500099,500099,0.3334,1,0,0,,0,0,0,,,linear(r2=1.000),19|35039|175016|350039|0,0.9999,1,0,
0100011010000001000101100111010011010110,40,blowup,12705,19,504998,504998,0.0243,1,0,0,,0,0,0,,,linear(r2=1.000),19|33653|189623|394556|0,0.9998,1,0,
0100011010000001011001011101100110110110,40,monotone-growth,532,18,501440,501440,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9962,1,0,
0100011010000001011001011101100111010110,40,monotone-growth,477,18,501011,501011,0.9979,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9958,1,0,
0100011010000001011100101011010110110110,40,monotone-growth,47,18,858963,858963,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9574,1,0,
0100011010000001010111001011010110110110,40,monotone-growth,50,18,523884,523884,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9600,1,0,
0100011010000001011001011101100110001010,40,monotone-growth,816,19,501056,501056,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9975,1,0,
0100011010000001011100111001110011101010,40,opaque,20000,18,105322,105322,0.2693,0,0,0,,0,0,0,,,linear(r2=0.995),18|15026|34056|57942|105322,0.9999,1,0,
0100011010000001010111001101100111011010,40,monotone-growth,531,18,503811,503811,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9962,1,0,
0100011010000110000001100111100001111010,40,opaque,20000,18,10455,11502,0.0026,0,0,0,,0,0,0,,,linear(r2=0.928),18|1704|4758|7170|10455,0.9998,1,0,
0100011010000110000001100111100100111010,40,blowup,6614,18,5598,5697,0.0054,1,0,0,,0,0,0,,,linear(r2=0.799),18|1704|4758|0|0,0.9994,1,0,step-alloc-cap
0100011010000110000001100101110110011010,40,monotone-growth,36,19,524310,524310,0.9444,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.8889,1,0,
0100011010000110000001100100011011101110,40,opaque,20000,18,31833,32184,0.0072,0,0,0,,0,0,0,,,linear(r2=0.999),18|1878|8247|15780|31833,0.9998,1,0,
0100011010000110000001100100011111010110,40,opaque,20000,18,31833,32184,0.0072,0,0,0,,0,0,0,,,linear(r2=0.999),18|1878|8247|15780|31833,0.9998,1,0,
0100011010000110000001100101001111010110,40,opaque,20000,18,31833,32184,0.0072,0,0,0,,0,0,0,,,linear(r2=0.999),18|1878|8247|15780|31833,0.9998,1,0,
0100011010000110000001110000111001111010,40,opaque,20000,18,41330,41618,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|2385|10680|20649|41330,0.9998,1,0,
0100011010000110000001011010010111010110,40,monotone-growth,56,19,573088,573088,0.9464,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9286,1,0,
0100011010000110000001000111010011110110,40,opaque,20000,18,31833,32184,0.0072,0,0,0,,0,0,0,,,linear(r2=0.999),18|1878|8247|15780|31833,0.9998,1,0,
0100011010000110000001011000110011110110,40,opaque,20000,18,121530,121824,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|6480|30780|60552|121530,0.9998,1,0,
0100011010000110000001010011010011110110,40,opaque,20000,18,31833,32184,0.0072,0,0,0,,0,0,0,,,linear(r2=0.999),18|1878|8247|15780|31833,0.9998,1,0,
0100011010000110000001011001111011000110,40,opaque,20000,18,121530,121824,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|6480|30780|60552|121530,0.9998,1,0,
0100011010000110000110000001100111110110,40,opaque,20000,18,60015,60324,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|3090|15015|29658|60015,0.9997,1,0,
0100011010000110000110011001110011000110,40,head-recurrent-other,117,19,609974,609974,0.6496,1,0,0,BIG:2712,20,22,2,94;114,2713;2713,n/a,19|0|0|0|0,0.0000,22,19,argsz2713->2713/statesz311353->417250
0100011010000110000110011001011000111010,40,head-recurrent-other,872,19,501839,501839,0.8050,1,0,0,,0,52,0,,,n/a,19|0|0|0|0,0.0000,342,341,head-not-lam
0100011010000110000110011100001100011110,40,ratchet-candidate,20000,18,221904,249596,0.2502,0,0,0,000110000110011100001100011110,1,13,13,1;2;9;24;55;118;245;500;1011;2034;4081;8176,13;34;73;151;307;619;1243;2491;4987;9979;19963;39931,linear(r2=0.787),18|5087|55428|111224|221904,0.0000,13,7,
0100011010000110000110011100111001100010,40,head-recurrent-other,20000,19,754,1909,0.1336,0,0,0,0010,13,17004,2,403;19957,2;2,exp(r2=0.052),19|1235|1530|1298|754,0.0000,18,15,argsz2->2/statesz1120->804
0100011010000110000110010110001100111010,40,head-recurrent-other,978,19,500410,500410,0.8047,1,0,0,,0,58,0,,,n/a,19|0|0|0|0,0.0000,383,383,head-not-lam
0100011010000110000110010101110001010110,40,ratchet-candidate,20000,19,8543,9205,0.0269,0,0,0,00011001010100100010100010,22,134,4,18260;18341;18371;18416,2;46;119;243,linear(r2=0.685),19|2426|3722|3526|8543,0.0000,31,26,
0100011010000110000110010111001100011010,40,head-recurrent-other,91,19,534147,534147,0.6484,1,0,0,00011001010101000110010101000110010100011001010001100001100101110011000110100110001101001100011010000001100101000110010100011000011001011100110001101001100011010011000110100110001101000000110010101000110010100011001010001100001100101110011000110100110001101001100011010000001100101000110010100011000011001011100110001101001100011010011000110100110001101000010001100101010001100101000110010100011000011001011100110001101001100011010011000110100000011001010001100101000110000110010111001100011010011000110100110001...TRUNC,15,15,1,40;46,675;337,n/a,19|0|0|0|0,0.0000,22,21,argsz675->337/statesz33167->32153
0100011010000110000110010101100011101010,40,head-recurrent-other,966,19,500139,500139,0.7567,1,0,0,,0,43,0,,,n/a,19|0|0|0|0,0.0000,472,471,head-not-lam
0100011010000110000111000000110011110110,40,opaque,20000,18,69255,70302,0.0026,0,0,0,,0,0,0,,,linear(r2=0.997),18|4611|19638|36810|69255,0.9997,1,0,
0100011010000110000111000011100111000110,40,ratchet-candidate,113,18,546459,546459,0.5133,1,0,0,000110000111000011100111000110,1,6,6,1;2;4;8;21;108,13;22;67;451;6535;198751,n/a,18|0|0|0|0,0.0000,4,2,
0100011010000110000111001100001100011110,40,ratchet-candidate,5408,18,527355,527355,0.2023,1,0,0,000110000111001100001100011110,6,53,4,1366;1771;2982;4194,14;20814;41636;104099,linear(r2=0.900),18|45004|366048|0|0,0.0000,13,7,
0100011010000110000111001100111001100010,40,head-recurrent-other,20000,19,2950,3844,0.1200,0,0,0,0010,16,17297,2,517;19984,2;2,exp(r2=0.119),19|2757|3550|3773|2950,0.0000,20,13,argsz2->2/statesz2729->2994
0100011010000110000111001110000110001110,40,head-recurrent-other,20000,18,54962,59847,0.1128,0,0,0,000110000111001110000110001110,11,2256,1,635;1724,285;494,linear(r2=0.976),18|5009|15615|28592|54962,0.0000,39,37,argsz285->494/statesz4238->6078
0100011010000110000111001110000111000110,40,head-recurrent-other,524,18,503117,503117,0.2824,1,0,0,000110000111001110000111000110,40,147,2,233;273,1856;5397,n/a,18|0|0|0|0,0.0000,79,79,argsz1856->5397/statesz123015->133638
0100011010000110000111001110011001100010,40,head-recurrent-other,20000,19,6329,6764,0.0766,0,0,0,0010,18,18262,2,93;19831,11;171,linear(r2=0.371),19|5367|5687|6020|6329,0.0000,24,20,argsz11->171/statesz5529->6492
0100011010000110000111001110010110001010,40,head-recurrent-other,20000,19,1940,2958,0.0825,0,0,0,0010,15,18194,2,61;19999,2;2,exp(r2=0.083),19|2833|2581|2103|1940,0.0000,27,14,argsz2->2/statesz1502->1943
0100011010000110000111001011000100111010,40,head-recurrent-other,20000,19,4036,4449,0.0589,0,0,0,0010,22,15310,2,3137;19996,2;26,linear(r2=0.565),19|1259|2772|4117|4036,0.0000,30,23,argsz2->26/statesz3199->4046
0100011010000110000111001011001110001010,40,head-recurrent-other,20000,19,10309,10824,0.0757,0,0,0,0010,19,14397,2,6978;19998,87;2,linear(r2=0.650),19|1011|2268|10639|10309,0.0000,23,17,argsz87->2/statesz10788->10315
0100011010000110000111001010110001011010,40,head-recurrent-other,20000,19,4036,4449,0.0589,0,0,0,0010,31,15310,2,3136;19973,23;117,linear(r2=0.565),19|1259|2772|4117|4036,0.0000,45,34,argsz23->117/statesz3202->4078
0100011010000110000101100010011100111010,40,head-recurrent-other,20000,19,945,1149,0.0799,0,0,0,0010,13,13755,2,222;19929,13;79,linear(r2=0.424),19|510|781|631|945,0.0000,24,16,argsz13->79/statesz586->918
0100011010000110000101110001001011101010,40,head-recurrent-other,12589,19,541218,541218,0.0451,1,0,0,0010,54,8534,2,6224;12587,13;47102,linear(r2=0.950),19|24206|131466|287022|0,0.0000,55,55,argsz13->47102/statesz270413->494140
0100011010000110000101100011100111000110,40,head-recurrent-other,186,18,505692,505692,0.4355,1,0,0,000110000101100011100111000110,8,16,2,162;184,40454;80916,n/a,18|0|0|0|0,0.0000,10,8,argsz40454->80916/statesz141567->182029
0100011010000110000101100000111100110110,40,ratchet-candidate,327,18,688071,688071,0.5229,1,0,0,000110000101100000111100110110,1,14,14,1;2;7;16;29;46;67;92;121;154;191;232,13;34;90;202;426;874;1770;3562;7146;14314;28650;57322,n/a,18|0|0|0|0,0.0000,3,1,
0100011010000110000101100000111100111010,40,head-recurrent-other,238,18,535986,535986,0.6218,1,0,0,000110000101100000111100111010,1,20,3,1;7,13;90,n/a,18|0|0|0|0,0.0000,83,82,argsz13->90/statesz27->104
0100011010000110000101100111000100111010,40,head-recurrent-other,20000,19,4858,5449,0.1320,0,0,0,0010,15,13768,2,554;16747,13;13,linear(r2=0.808),19|620|1635|1477|4858,0.0000,34,27,argsz13->13/statesz825->3644
0100011010000110000101110011000100110110,40,head-recurrent-other,20000,19,54738,62615,0.1233,0,0,0,0010,18,15899,2,1295;19905,2;2,linear(r2=0.842),19|3371|13383|27153|54738,0.0000,29,23,argsz2->2/statesz7720->54839
0100011010000110000101110011000100111010,40,head-recurrent-other,20000,19,4202,4964,0.1464,0,0,0,0010,23,15339,2,4686;19986,37;2,linear(r2=0.599),19|1434|3695|2794|4202,0.0000,29,24,argsz37->2/statesz3850->4191
0100011010000110000101011000101100111010,40,head-recurrent-other,20000,19,945,1149,0.0799,0,0,0,0010,21,13755,2,584;19931,5;13,linear(r2=0.424),19|510|781|631|945,0.0000,37,25,argsz5->13/statesz662->914
0100011010000110000101100111000111000110,40,head-recurrent-other,20000,18,41698,46339,0.4009,0,0,0,00010110010001100001011001110001110001100000011000010110011100011100011000110,23,7992,2,8243;19994,143;71,linear(r2=0.731),18|11632|22540|44284|41698,0.0000,26,24,argsz143->71/statesz46191->41658
0100011010000110000101110011100011000110,40,head-recurrent-other,891,18,501247,501247,0.5780,1,0,0,000110000101110011100011000110,55,315,1,309;348,2261;77,n/a,18|0|0|0|0,0.0000,129,128,argsz2261->77/statesz104134->95838
0100011010000110000101011100011101000110,40,ratchet-candidate,20000,18,9956,11069,0.5499,0,0,0,000110000101011100011101000110,24,487,5,7670;7790;9011;9344;9455,14;161;162;163;164,linear(r2=0.399),18|3614|9130|10528|9956,0.0000,31,25,
0100011010000110000100000110011101110110,40,opaque,20000,18,31833,32184,0.0072,0,0,0,,0,0,0,,,linear(r2=0.999),18|1878|8247|15780|31833,0.9998,1,0,
0100011010000110000101100111001100010110,40,head-recurrent-other,20000,19,19305,21953,0.0777,0,0,0,0010,33,15716,2,2083;19993,2;2,linear(r2=0.811),19|2651|10802|9489|19305,0.0000,43,31,argsz2->2/statesz5491->19320
0100011010000110000101110011001100010110,40,head-recurrent-other,20000,19,3050,4055,0.0917,0,0,0,0010,18,14801,2,41;19992,5;2,linear(r2=0.499),19|1695|1459|1131|3050,0.0000,26,12,argsz5->2/statesz1684->3072
0100011010000110000100000110011111011010,40,opaque,20000,18,31833,32184,0.0072,0,0,0,,0,0,0,,,linear(r2=0.999),18|1878|8247|15780|31833,0.9998,1,0,
0100011010000110000101100110011000111010,40,head-recurrent-other,392,19,583944,583944,0.5638,1,0,0,000110000101100110011000111010,47,128,2,333;388,15;25,n/a,19|0|0|0|0,0.0000,49,47,argsz15->25/statesz344447->344467
0100011010000110000101100111000001111010,40,head-recurrent-other,12385,18,647860,647860,0.3371,1,0,0,000101100100010110010001100001011001110000011110100000000110000101100111000001111010100000000101100100011000010110011100000111101000000001100001011001110000011110101010,23,4094,2,829;12370,78;78,linear(r2=0.918),18|36337|194773|386902|0,0.0000,33,23,argsz78->78/statesz40840->324492
0100011010000110000101110010111000101010,40,head-recurrent-other,20000,19,123819,124876,0.0403,0,0,0,0010,65,13912,2,5315;6489,13;2,linear(r2=0.997),19|9648|35766|69000|123819,0.0000,118,117,argsz13->2/statesz39654->42509
0100011010000110000101011000111000111010,40,ratchet-candidate,20000,18,14374,14885,0.5008,0,0,0,000110000101011000111000111010,1,8,8,1;2;16;83;351;1372;5222;19761,13;34;76;160;328;664;1336;2680,linear(r2=0.300),18|1383|1599|5124|14374,0.0000,17,11,
0100011010000110000101011000111000001010,40,ratchet-candidate,20000,19,2380,2740,0.2265,0,0,0,000101011000000101011000000101011000000110000101011000111000001010000010100000101000001010,1,64,64,28;63;107;160;222;293;373;462;560;667;783;908,54;64;74;84;94;104;114;124;134;144;154;164,linear(r2=0.545),19|353|397|634|2380,0.0000,6,5,
0100011010000110000101011000001000111010,40,ratchet-candidate,20000,19,374,764,0.4986,0,0,0,000110000101011000001000111010,1,8,8,1;2;14;57;203;716;2576;9455,14;24;34;44;54;64;74;84,linear(r2=0.325),19|263|407|682|374,0.0000,16,5,
0100011010000110000101011001110001011010,40,ratchet-candidate,20000,19,1098,2186,0.1480,0,0,0,000110000101011001110001011010,1,5,5,1;2;194;1277;5927,14;37;83;175;359,linear(r2=0.288),19|328|844|1112|1098,0.0000,22,8,
0100011010000110000101011100110001011010,40,ratchet-candidate,20000,19,1466,2373,0.1764,0,0,0,000101010001100001010111001100010110100110001000011000010101110011000101101010,18,13,4,5480;5545;5720;6234,2;5;8;11,exp(r2=0.174),19|637|2300|1377|1466,0.0000,26,14,
0100011010000110000101011001100011101010,40,head-recurrent-other,535,19,585095,585095,0.5327,1,0,0,000110000101011001100011101010,43,197,1,448;529,15;15,n/a,19|0|0|0|0,0.0000,45,43,argsz15->15/statesz265691->265711
0100011010000110011000000001100111110110,40,opaque,20000,18,11546,17258,0.2884,0,0,0,,0,0,0,,,linear(r2=0.945),18|1097|3975|6666|11546,0.9997,2,0,
0100011010000110011000000110000111110110,40,ratchet-candidate,1980,18,516063,516063,0.5207,1,0,0,000110011000000110000111110110,1,13,13,1;2;12;37;83;156;262;407;597;838;1136;1497,13;34;76;160;328;664;1336;2680;5368;10744;21496;43000,n/a,18|22330|0|0|0,0.0000,14,1,
0100011010000110011000000110011001111010,40,head-recurrent-other,916,19,512320,512320,0.5502,1,0,0,000110011000000110011001111010,29,91,1,283;342,22;22,n/a,19|0|0|0|0,0.0000,63,55,argsz22->22/statesz49235->67735
0100011010000110011000000110011100111010,40,head-recurrent-other,1962,19,500349,500349,1.0000,1,0,0,00000110011100111010,90,978,3,308;312,9;159,n/a,19|182939|0|0|0,0.0000,618,617,argsz9->159/statesz29539->29989
0100011010000110011000000110010111101010,40,head-recurrent-other,621,19,506043,506043,0.5556,1,0,0,000110011000000110010111101010,40,68,1,287;326,22;22,n/a,19|0|0|0|0,0.0000,66,59,argsz22->22/statesz93703->121007
0100011010000110011000000111001100111010,40,monotone-growth,422,19,505984,505984,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9787,2,0,
0100011010000110011000000111001110011010,40,monotone-growth,66,19,711818,711818,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.8636,2,0,
0100011010000110011000000111001011101010,40,monotone-growth,82,19,656394,656394,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.8902,2,0,
0100011010000110011000000101110100111010,40,head-recurrent-other,2147,19,500219,500219,1.0000,1,0,0,00000101110100111010,6,1071,2,13;17,9;19,linear(r2=0.972),19|157664|0|0|0,0.0000,1026,1025,argsz9->19/statesz239->269
0100011010000110011000000101111010011010,40,head-recurrent-other,231,19,524039,524039,0.5974,1,0,0,000110011000000101111010011010,92,44,2,223;226,22;6895,n/a,19|0|0|0|0,0.0000,94,93,argsz22->6895/statesz446469->460238
0100011010000110011000011001110011000110,40,head-recurrent-other,181,19,602593,602593,0.5967,1,0,0,BIG:2374,18,47,2,102;177,2375;2375,n/a,19|0|0|0|0,0.0000,21,17,argsz2375->2375/statesz153500->372109
0100011010000110011000011001011000111010,40,head-recurrent-other,1825,19,500581,500581,0.7589,1,0,0,,0,60,0,,,n/a,19|211352|0|0|0,0.0000,473,472,head-not-lam
0100011010000110011000010110011000111010,40,head-recurrent-other,685,19,588649,588649,0.5328,1,0,0,000110011000010110011000111010,39,223,2,505;560,15;23,n/a,19|0|0|0|0,0.0000,45,42,argsz15->23/statesz171059->195626
0100011010000110011001100000011001111010,40,head-recurrent-other,1083,19,504359,504359,0.5476,1,0,0,000110011001100000011001111010,29,102,2,297;435,20;2681,n/a,19|427762|0|0|0,0.0000,61,51,argsz20->2681/statesz30512->54596
0100011010000110011001100000011100110110,40,ratchet-candidate,20000,19,107019,107019,0.5002,0,0,0,0001010100000111001101100100000111001101100000011100110110000001110011011001100101000001110011011001000001110011011000000111001101100000011100110110,10,3327,64,42;48;54;60;66;72;78;84;90;96;102;108,15;47;79;111;143;175;207;239;271;303;335;367,linear(r2=1.000),19|5675|27019|53675|107019,0.0000,12,11,
0100011010000110011001100000011100111010,40,head-recurrent-other,1960,19,501218,501218,0.5026,1,0,0,0000011100111010,2,46,1,11;95,101;7,n/a,19|249582|0|0|0,0.9500,3,0,argsz101->7/statesz193->1411
0100011010000110011001100110000110001110,40,ratchet-candidate,20000,19,28882,29201,0.3082,0,0,0,000110000100011001100110011000011000111000011000000110011001100110000110001110,10,11,4,143;221;299;463,41;79;117;155,linear(r2=0.793),19|6512|13775|19704|28882,0.0000,27,19,
0100011010000110011001000101101101000110,40,head-recurrent-other,16312,19,558566,558566,0.5007,1,0,0,000110011001000101101101000110,16,4095,2,1499;16259,15;15,linear(r2=0.941),19|34422|134248|269233|0,0.0000,23,12,argsz15->15/statesz55971->429864
0100011010000110011001000101110101000110,40,head-recurrent-other,20000,19,70869,76137,0.6004,0,0,0,000110011001000101110101000110,15,8010,2,599;19996,15;15,linear(r2=0.924),19|8306|27325|33275|70869,0.0000,25,13,argsz15->15/statesz8963->70901
0100011010000110011001011001011000101010,40,head-recurrent-other,12077,20,504048,504048,0.1271,1,0,0,0010,33,10542,2,1392;12057,2;2,linear(r2=0.976),20|44494|229194|363144|0,0.0000,46,28,argsz2->2/statesz61723->455483
0100011010000110010110001000011100111010,40,head-recurrent-other,20000,19,45545,46748,0.0332,0,0,0,0010,20,13131,2,882;19992,14;2,linear(r2=0.134),19|44600|46241|46112|45545,0.0000,28,17,argsz14->2/statesz44411->45566
0100011010000110010110001100001100111010,40,head-recurrent-other,2366,19,500250,500250,0.9797,1,0,0,000110010110001100001100111010,1,50,2,1;2,14;50,linear(r2=0.974),19|140363|0|0|0,0.0000,1135,1135,argsz14->50/statesz29->65
0100011010000110010001100011001001100010,40,ratchet-candidate,20000,19,373,934,0.4004,0,0,0,000110010001100011001001100010,1,12,12,1;2;8;24;60;136;292;608;1244;2520;5076;10192,14;24;34;44;54;64;74;84;94;104;114;124,linear(r2=0.314),19|269|173|273|373,0.0000,13,6,
0100011010000110010001011000101001001010,40,ratchet-candidate,20000,20,499,870,0.1825,0,0,0,000110010001011000101001001010,1,11,11,1;2;14;48;126;292;634;1328;2726;5532;11154,15;26;37;48;59;70;81;92;103;114;125,linear(r2=0.335),20|324|293|387|499,0.0000,23,11,
0100011010000110010110010110001010011010,40,head-recurrent-other,12141,20,553346,553346,0.1265,1,0,0,0010,27,10605,2,929;12087,2;2,linear(r2=0.924),20|39049|157034|315304|0,0.0000,39,19,argsz2->2/statesz39217->310348
0100011010000110010000000110011111011010,40,blowup,171,18,516315,516315,0.0877,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9708,2,0,
0100011010000110010110000001110011011010,40,ratchet-candidate,20000,19,106869,106869,0.5001,0,0,0,0001010100000111001101100100000111001101100000011100110110000001110011011001100101000001110011011001000001110011011000000111001101100000011100110110,6,3329,64,30;36;42;48;54;60;66;72;78;84;90;96,23;55;87;119;151;183;215;247;279;311;343;375,linear(r2=1.000),19|5525|26869|53525|106869,0.0000,9,7,
